Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,preset_Disease_Core,preset_Disease_Dengue,preset_Disease_Mpox,preset_Disease_Nigeria_Mpox,preset_UK-CCP_Generic
outcome,COMPLICATIONS (experienced any time during hospitalisation),compl_hepaticenc,radio,Hepatic encephalopathy (any grade),"1, Yes | 0, No | 99, Unknown",,,,,[compl_severeliver] = '1',1,1,1,1,
outcome,COMPLICATIONS (experienced any time during hospitalisation),compl_eschar,radio,Skin tissue loss or eschar,"1, Yes | 0, No | 99, Unknown",,,,,,,,1,1,
outcome,COMPLICATIONS (experienced any time during hospitalisation),compl_liverdysfu,radio,Liver dysfunction,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
outcome,COMPLICATIONS (experienced any time during hospitalisation),compl_inr,radio,INR >= 1.5,"1, Yes | 0, No | 99, Unknown",,,,,[compl_severeliver] = '1',,,,,
outcome,COMPLICATIONS (experienced any time during hospitalisation),compl_unlisted,list,Other complication(s),"1, Yes | 0, No | 99, Unknown",,,,conditions_Complications,,1,1,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid,group,PARENTERAL / IV FLUID ,,,,,,,,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid_occur,radio,Parenteral / IV fluid? ,"1, Yes | 0, No | 99, Unknown",,,,,,,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid_type,checkbox,Select all Parenteral / IV fluid that were administered,"1, Crystalloid | 2, Albumin | 3, Gelatin | 4, Starches | 88, Other",,,,,[inter_ivfluid_occur]='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid_cryst,text,Total Crystalloid volume given during admission (mL),,,,,,[inter_ivfluid_type(1)] = '1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid_albu,text,Total Albumin volume given during admission (mL),,,,,,[inter_ivfluid_type(2)]='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid_gelat,text,Total Gelatin volume given during admission (mL),,,,,,[inter_ivfluid_type(3)]='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid_star,text,Total Starches volume given during admission (mL),,,,,,[inter_ivfluid_type(4)]='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid_oth,text,Specify other fluid,,,,,,[inter_ivfluid_type(88)]='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid_othv,text,Total volume given during admission (mL),,,,,,[inter_ivfluid_type(88)]='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid_reas,checkbox,Reason(s) for IV fluid (check all that apply),"1, Shock | 2, High/rising haematocrit | 3, Anorexia | 4, Persistent vomiting | 88, Other",,,,,[inter_ivfluid_occur] ='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid_reasoth,text,Specify other reason for IV fluid,,,,,,[inter_ivfluid_reas(88)]='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid_start,datetime_dmy,Date first IV fluid started,,datetime_dmy,,today,,[inter_ivfluid_occur] ='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivfluid_end,datetime_dmy,Date last IV fluid ended,,datetime_dmy,,,,[inter_ivfluid_occur] ='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_bpt,group,BLOOD PRODUCT TRANSFUSION,,,,,,,,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_bpt_yn,radio,Blood product tranfusion?,"1, Yes | 0, No | 99, Unknown",,,,,,,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_bpt_type,checkbox,Select all blood product transfusion that were administered,"1, Platelets | 2, Cryoprecipitate | 3, Whole blood/packed RBC | 4, Frozen fresh plasma | 5, Fibrinogen concentrate",,,,,[inter_bpt_yn] ='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_bpt_plate,number,Total number of Platelets (mL/24 hours),,number,,,,[inter_bpt_type(1)] = '1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_bpt_cryo,number,Total number of Cryoprecipitate (mL/24 hours),,number,,,,[inter_bpt_type(2)]='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_bpt_rbc,number,Total number of Whole blood/packed RBC (mL/24 hours),,number,,,,[inter_bpt_type(3)]='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_bpt_ffp,number,Total number of Fresh Frozen Plasma (FFP) (mL/24 hours),,number,,,,[inter_bpt_type(4)]='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_bpt_fibrin,number,Total number of Fibrinogen concentrate (mL/24 hours),,number,,,,[inter_bpt_type(5)]='1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ivimmunogl,radio,Intravenous Immunoglobulin?,"1, Yes | 0, No | 99, Unknown",,,,,,,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_diuretics,radio,Diuretics? ,"1, Yes | 0, No | 99, Unknown",,,,,,,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_nacetylcys,radio,N-acetyl cysteine? ,"1, Yes | 0, No | 99, Unknown",,,,,,,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_fluiddrain,radio,Fluid drainage?,"1, Yes | 0, No | 99, Unknown",,,,,,,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_fluiddrain_reas,radio,Reason for this drainage,"1, Ascites | 2, Pleural effusion",,,,,[inter_fluiddrain] = '1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_plasmaex,radio,Plasmapheresis/Plasma Exchange?,"1, Yes | 0, No | 99, Unknown",,,,,,,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_plasmadur,number,Days on plasma exchange support ,,number,,,,[inter_plasmaex] = '1',,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_suppleo2,radio,Any supplemental oxygen during the observation,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_o2support_type,checkbox,Select ALL types of respiratory support the patient received,"1, Nasal prong | 2, Face mask | 3, High-flow nasal oxygen | 4, Non-invasive ventilation | 5, Invasive ventilation | 6, ECLS/ ECMO",,,,,[inter_suppleo2]='1',1,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_highestfio,,Highest FiO2 (select units),,,,,,[inter_o2support_type(4)]='1' or [inter_o2support_type(5)]='1' or [inter_o2support_type(6)]='1',1,,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_highestfio_02110,number,"Highest FiO2 (Fraction, 0.21-1.0)",,number,,,,[inter_o2support_type(4)]='1' or [inter_o2support_type(5)]='1' or [inter_o2support_type(6)]='1',1,,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_highestfio_pcnt,number,"Highest FiO2 (%, 21-100)",,number,,,,[inter_o2support_type(4)]='1' or [inter_o2support_type(5)]='1' or [inter_o2support_type(6)]='1',1,,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_o2therapyd,number,Number of calendar days the patient received any respiratory support ,,number,,,,[inter_o2support_type(4)]='1' or [inter_o2support_type(5)]='1' or [inter_o2support_type(6)]='1',1,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_nivent,radio,What type of Non-invasive ventilation? ,"1, CPAP | 2, BIPAP | 88, Other | 99, Unknown",,,,,[inter_o2support_type(4)]='1',1,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_ecmo,radio,What type of ECLS/ ECMO? ,"1, Veno-venus | 2, Arterio-venous | 99, Unknown",,,,,[inter_o2support_type(6)]='1',1,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_prone,group,PRONE POSITIONING,,,,,,,1,,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_prone_yn,radio,Prone positioning?,"1, Yes | 0, No | 99, Unknown",,,,,,1,,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_prone_when,radio,When was the prone positioning?,"1, During invasive ventilation | 2, Whilst self-ventilating",,,,,[inter_prone_yn] = '1',1,,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_neuromuscu,radio,Neuromuscular blocking agents?,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_nitricoxid,radio,Inhaled Nitric Oxide?,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_tracheosto,radio,Tracheostomy inserted? ,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_rtt,radio,Renal replacement therapy (RRT) or dialysis?,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_rtt_dur,text,Total RRT or dialysis duration during observation (days),,number,,,,[inter_rtt] = '1',1,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_inotropesv,radio,Inotropes/vasopressors?,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_inotropesv_dur,text,Total Inotropes/vasopressor duration during observation (days),,,,,,[inter_inotropesv] = '1',1,1,,,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_icu,radio,ICU/ITU/High Dependency Unit/Intermediate Care Unit admission ?,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_icu_date,date_dmy,Date of first ICU admission,,date_dmy,,today,,[inter_icu] = '1',1,1,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_icu_dur,number,Duration of first ICU admission (days),,number,,,,[inter_icu] = '1',1,1,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_icureadm,radio,Was the patient admitted to ICU more than once? ,"1, Yes | 0, No | 99, Unknown",,,,,[inter_icu] = '1',1,1,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_icuadminda,date_dmy,Date of final ICU admission,,date_dmy,,today,,[inter_icureadm] = '1',1,1,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_icudur,number,Duration of final ICU admission (days),,number,,,,[inter_icureadm] = '1',1,1,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_mpoxsurg,radio,Any surgical intervention for mpox or complications of mpox,"1, Yes | 0, No | 99, Unknown",,,,,,,,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_mpoxsurg_type,text,"What was the surgery (e.g., debridement of infected tissue)",,,,,,[inter_mpoxsurg]='1',,,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_mpoxsurg_date,date_dmy,Date of first surgery,,date_dmy,,today,,[inter_mpoxsurg]='1',,,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_mpoxsurg2,radio,Was a second surgical intervention for mpox or complications of mpox,"1, Yes | 0, No | 99, Unknown",,,,,[inter_mpoxsurg]='1',,,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_mpoxsurg2_type,text,"What was the second surgery (e.g., debridement of infected tissue)",,,,,,[inter_mpoxsurg2]='1',,,1,1,
outcome,"INTERVENTIONS (While hospitalised, were any of the following administered/undertaken? )",inter_mpoxsurg2_date,date_dmy,Date of second surgery,,date_dmy,,today,,[inter_mpoxsurg2]='1',,,1,1,
outcome,OUTCOME,outco_denguediag,radio,Was the patient's MAIN diagnosis dengue?,"1, Yes | 0, No | 99, Unknown",,,,,,,1,,,
outcome,OUTCOME,outco_denguediag_main,text,What was the main diagnosis?,,,,,,[outco_denguediag]='0',,1,,,
outcome,OUTCOME,outco_denguediag_class,radio,What was the final classification of dengue?,"1, Uncomplicated dengue | 2, Dengue with warning signs | 3, Severe dengue",,,,,[outco_denguediag] = '1',,1,,,
outcome,OUTCOME,outco_denguediag_compl,checkbox,Severe dengue complications:,"1, Dengue shock syndrome | 2, Severe bleeding | 3, Severe organ impairment",,,,,[outco_denguediag_class]='3',,1,,,
outcome,OUTCOME,outco_secondiag,radio,Was there any secondary diagnosis?,"1, Yes | 0, No | 99, Unknown",,,,,,,1,,,
outcome,OUTCOME,outco_secondiag_oth,text,Specify secondary diagnosis,,,,,,[outco_secondiag] = '1',,1,,,
outcome,OUTCOME,outco_date,date_dmy,Outcome date,,date_dmy,,today,,,1,1,1,1,
outcome,OUTCOME,outco_recruitype,radio,Site of participant recruitment,"1, Hospital | 2, Community",,,,,,,,1,1,
outcome,OUTCOME,outco_com,group,COMMUNITY OUTCOME,,,,,,,,,,1,
outcome,OUTCOME,outco_com_outcome,radio,Outcome (community),"1, Remains in community | 2, Currently in hospital | 3, Was admitted to hospital but now in community again | 4, Death | 5, Palliative care | 99, Unknown",,,,,[outco_recruitype]='2',,,,1,
outcome,OUTCOME,outco_com_selfcare,radio,Ability to self-care at discharge versus before illness,"1, Same as before illness | 2, Worse | 3, Better | 99, Unknown",,,,,[outco_com_outcome] = '1' OR [outco_com_outcome] = '2' OR [outco_com_outcome] = '3' OR [outco_com_outcome] = '5',,,,1,
outcome,OUTCOME,outco_com_carerel,radio,Ongoing health care needs relating to this admission for pathogen,"1, Yes | 0, No | 99, Unknown",,,,,[outco_com_outcome] = '1' OR [outco_com_outcome] = '2' OR [outco_com_outcome] = '3' OR [outco_com_outcome] = '5',,,,1,
outcome,OUTCOME,outco_com_carenonrel,radio,Ongoing health care needs NOT related to pathogen episode,"1, Yes | 0, No | 99, Unknown",,,,,[outco_com_outcome] = '1' OR [outco_com_outcome] = '2' OR [outco_com_outcome] = '3' OR [outco_com_outcome] = '5',,,,1,
outcome,OUTCOME,outco_outcome,radio,Outcome,"1, Discharged alive | 2, Still hospitalised | 6, Discharged against medical advice | 3, Transfer to other facility | 4, Death | 5, Palliative discharge | 99, Unknown",,,,,,1,1,1,1,
outcome,OUTCOME,outco_selfcare,radio,Ability to self-care at discharge versus before illness,"1, Same as before illness | 2, Worse | 3, Better | 99, Unknown",,,,,[outco_outcome] = '1',1,,1,1,
outcome,OUTCOME,outco_carerel,radio,Ongoing health care needs relating to this admission for pathogen,"1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome] = '1' or [outco_outcome]='2',1,1,1,1,
outcome,OUTCOME,outco_carenonrel,radio,Ongoing health care needs NOT related to pathogen episode,"1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome] = '1' or [outco_outcome]='2',1,1,1,1,
outcome,OUTCOME,outco_carefordif,radio,"Medically fit for discharge (pathogen resolved) but remains in hospital for other reason (e.g. awaiting alternate care, resident in long term health care or mental health facility)","1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome]='2' or [outco_outcome]='3',1,1,1,1,
outcome_pathogen_testing,TEST,test_yn,radio,Were Clinical Pathogen samples taken on this day?,"1, Yes | 0, No",,,,,,,,,1,
outcome_pathogen_testing,TEST,test_reasno,text,"If NO, specify reason:",,,,,,[test_yn]='0',,,,1,
outcome_pathogen_testing,TEST,test_collectiondate,date_dmy,Collection Date,,date_dmy,,today,,,1,,1,1,
outcome_pathogen_testing,TEST,test_biospecimentype,radio,Biospecimen Type,"1, Nasal/NP swab | 2, Throat swab | 3, Combined nasal/NP + throat swab | 4, Sputum | 5, BAL | 6, ETA | 7, Lesion swab | 8, Urine | 9, Faeces/rectal swab | 10, Blood | 88, Other",,,,,,1,,1,1,
outcome_pathogen_testing,TEST,test_biospecimentypeoth,text,Please specify biospecimen type,,,,,,[test_biospecimentype]='88',1,,1,1,
outcome_pathogen_testing,TEST,test_labtestmethod,radio,Lab test method,"1, PCR | 2, IgG | 3, Culture | 4, IgM | 5, Antigen detection | 88, Other",,,,,,1,,1,1,
outcome_pathogen_testing,TEST,test_labtestmethodoth,text,Please specify other lab test method,,,,,,[test_labtestmethod]='88',1,,1,1,
outcome_pathogen_testing,TEST,test_result,list,Pathogen Tested/Detected,"1, Detected | 0, Not detected | 2, Equivocal | 99, Unknown",,,,pathogens_All,,1,,1,1,
outcome_pathogen_testing,TEST,test_ctvalue,text,CT Value,,,,,,[test_result]='1' and [test_labtestmethod]='1',1,,1,1,
outcome_assessment,ASSESSMENT (Complete this section in full for each outcome assessment performed),asse_date,date_dmy,Date of evaluation,,date_dmy,,today,,,,,1,1,
outcome_assessment,ASSESSMENT (Complete this section in full for each outcome assessment performed),asse_method,radio,Evaluation method,"1, In person | 2, Telephone",,,,,,,,1,1,
outcome_assessment,ASSESSMENT (Complete this section in full for each outcome assessment performed),asse_mpoxpatoutco,radio,Assessment patient outcome,"1, All lesions are completely resolved and no serious complications | 2, All lesions are no longer active and no serious complications | 3, No lesions ever developed and no serious complications | 4, One or more lesion(s) are active and no serious complications | 5, Serious complication and/or hospitalisation due to monkeypox | 6, Death | 7, Early withdrawal | 8, Loss to follow-up",,,,,,,,1,1,
outcome_assessment,ASSESSMENT (Complete this section in full for each outcome assessment performed),asse_nipahpatoutco,radio,Assessment patient outcome (_Under Revision),"1, Recovered  | 2, Serious complication and/or hospitalisation due to Nipah | 3, Death | 4, Loss to follow-up",,,,,,,,,,
